INPUT_TABLE
Variable ID
GHGLink_start

"region","linked-ghg-policy","price-adjust-year","price-adjust","demand-adjust-year","demand-adjust","market","linked-policy","price-unit","output-unit"
"Colombia","CO2_LUC",2020,0.01,2020,3.666666667,"Colombia","GHG","1990$/tC","MTC"
"Colombia","HFC143a",2020,0,2020,4.47,"Colombia","GHG","1990$/GgHFC143a","GgHFC143a"
"Colombia","HFC152a",2020,0,2020,0.124,"Colombia","GHG","1990$/GgHFC152a","GgHFC152a"
"Colombia","HFC227ea",2020,0,2020,3.22,"Colombia","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Colombia","HFC23",2020,0,2020,14.8,"Colombia","GHG","1990$/GgHFC23","GgHFC23"
"Colombia","HFC236fa",2020,0,2020,9.81,"Colombia","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Colombia","HFC32",2020,0,2020,0.675,"Colombia","GHG","1990$/GgHFC32","GgHFC32"
"Colombia","HFC365mfc",2020,0,2020,0.794,"Colombia","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"EU-12","CO2",2020,1,2020,3.666666667,"EU","GHG","1990$/tC","MTC"
"EU-12","CH4",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-12","N2O",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-12","C2F6",2020,0,2020,12.2,"EU","GHG","1990$/tC2F6","GgC2F6"
"EU-12","CF4",2020,0,2020,7.39,"EU","GHG","1990$/tCF4","GgCF4"
"EU-12","HFC125",2020,0,2020,3.5,"EU","GHG","1990$/GgHFC125","GgHFC125"
"EU-12","HFC134a",2020,0,2020,1.43,"EU","GHG","1990$/GgHFC134a","GgHFC134a"
"EU-12","HFC245fa",2020,0,2020,1.03,"EU","GHG","1990$/GgHFC245fa","GgHFC245fa"
"EU-12","SF6",2020,0,2020,22.8,"EU","GHG","1990$/tSF6","GgSF6"
"EU-12","CH4_AWB",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-12","CH4_AGR",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-12","N2O_AWB",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-12","N2O_AGR",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-12","CO2_LUC",2035,0.01,2035,3.666666667,"EU","GHG","1990$/tC","MTC"
"EU-12","HFC143a",2020,0,2020,4.47,"EU","GHG","1990$/GgHFC143a","GgHFC143a"
"EU-12","HFC152a",2020,0,2020,0.124,"EU","GHG","1990$/GgHFC152a","GgHFC152a"
"EU-12","HFC227ea",2020,0,2020,3.22,"EU","GHG","1990$/GgHFC227ea","GgHFC227ea"
"EU-12","HFC23",2020,0,2020,14.8,"EU","GHG","1990$/GgHFC23","GgHFC23"
"EU-12","HFC236fa",2020,0,2020,9.81,"EU","GHG","1990$/GgHFC23fa","GgHFC23fa"
"EU-12","HFC32",2020,0,2020,0.675,"EU","GHG","1990$/GgHFC32","GgHFC32"
"EU-12","HFC365mfc",2020,0,2020,0.794,"EU","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"EU-15","CO2",2020,1,2020,3.666666667,"EU","GHG","1990$/tC","MTC"
"EU-15","CH4",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-15","N2O",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-15","C2F6",2020,0,2020,12.2,"EU","GHG","1990$/tC2F6","GgC2F6"
"EU-15","CF4",2020,0,2020,7.39,"EU","GHG","1990$/tCF4","GgCF4"
"EU-15","HFC125",2020,0,2020,3.5,"EU","GHG","1990$/GgHFC125","GgHFC125"
"EU-15","HFC134a",2020,0,2020,1.43,"EU","GHG","1990$/GgHFC134a","GgHFC134a"
"EU-15","HFC245fa",2020,0,2020,1.03,"EU","GHG","1990$/GgHFC245fa","GgHFC245fa"
"EU-15","SF6",2020,0,2020,22.8,"EU","GHG","1990$/tSF6","GgSF6"
"EU-15","CH4_AWB",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-15","CH4_AGR",2020,0,2020,25,"EU","GHG","1990$/tCH4","TgCH4"
"EU-15","N2O_AWB",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-15","N2O_AGR",2020,0,2020,298,"EU","GHG","1990$/tN2O","TgN2O"
"EU-15","CO2_LUC",2020,0.01,2020,3.666666667,"EU","GHG","1990$/tC","MTC"
"EU-15","HFC143a",2020,0,2020,4.47,"EU","GHG","1990$/GgHFC143a","GgHFC143a"
"EU-15","HFC152a",2020,0,2020,0.124,"EU","GHG","1990$/GgHFC152a","GgHFC152a"
"EU-15","HFC227ea",2020,0,2020,3.22,"EU","GHG","1990$/GgHFC227ea","GgHFC227ea"
"EU-15","HFC23",2020,0,2020,14.8,"EU","GHG","1990$/GgHFC23","GgHFC23"
"EU-15","HFC236fa",2020,0,2020,9.81,"EU","GHG","1990$/GgHFC23fa","GgHFC23fa"
"EU-15","HFC32",2020,0,2020,0.675,"EU","GHG","1990$/GgHFC32","GgHFC32"
"EU-15","HFC365mfc",2020,0,2020,0.794,"EU","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Europe_Eastern","CO2",2020,1,2020,3.666666667,"Europe_Eastern","GHG","1990$/tC","MTC"
"Europe_Eastern","CH4",2020,0,2020,25,"Europe_Eastern","GHG","1990$/tCH4","TgCH4"
"Europe_Eastern","N2O",2020,0,2020,298,"Europe_Eastern","GHG","1990$/tN2O","TgN2O"
"Europe_Eastern","C2F6",2020,0,2020,12.2,"Europe_Eastern","GHG","1990$/tC2F6","GgC2F6"
"Europe_Eastern","CF4",2020,0,2020,7.39,"Europe_Eastern","GHG","1990$/tCF4","GgCF4"
"Europe_Eastern","HFC125",2020,0,2020,3.5,"Europe_Eastern","GHG","1990$/GgHFC125","GgHFC125"
"Europe_Eastern","HFC134a",2020,0,2020,1.43,"Europe_Eastern","GHG","1990$/GgHFC134a","GgHFC134a"
"Europe_Eastern","HFC245fa",2020,0,2020,1.03,"Europe_Eastern","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Europe_Eastern","SF6",2020,0,2020,22.8,"Europe_Eastern","GHG","1990$/tSF6","GgSF6"
"Europe_Eastern","CH4_AWB",2020,0,2020,25,"Europe_Eastern","GHG","1990$/tCH4","TgCH4"
"Europe_Eastern","CH4_AGR",2020,0,2020,25,"Europe_Eastern","GHG","1990$/tCH4","TgCH4"
"Europe_Eastern","N2O_AWB",2020,0,2020,298,"Europe_Eastern","GHG","1990$/tN2O","TgN2O"
"Europe_Eastern","N2O_AGR",2020,0,2020,298,"Europe_Eastern","GHG","1990$/tN2O","TgN2O"
"Europe_Eastern","CO2_LUC",2020,0.01,2020,3.666666667,"Europe_Eastern","GHG","1990$/tC","MTC"
"Europe_Eastern","HFC143a",2020,0,2020,4.47,"Europe_Eastern","GHG","1990$/GgHFC143a","GgHFC143a"
"Europe_Eastern","HFC152a",2020,0,2020,0.124,"Europe_Eastern","GHG","1990$/GgHFC152a","GgHFC152a"
"Europe_Eastern","HFC227ea",2020,0,2020,3.22,"Europe_Eastern","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Europe_Eastern","HFC23",2020,0,2020,14.8,"Europe_Eastern","GHG","1990$/GgHFC23","GgHFC23"
"Europe_Eastern","HFC236fa",2020,0,2020,9.81,"Europe_Eastern","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Europe_Eastern","HFC32",2020,0,2020,0.675,"Europe_Eastern","GHG","1990$/GgHFC32","GgHFC32"
"Europe_Eastern","HFC365mfc",2020,0,2020,0.794,"Europe_Eastern","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Europe_Non_EU","CO2",2020,1,2020,3.666666667,"Europe_Non_EU","GHG","1990$/tC","MTC"
"Europe_Non_EU","CH4",2020,0,2020,25,"Europe_Non_EU","GHG","1990$/tCH4","TgCH4"
"Europe_Non_EU","N2O",2020,0,2020,298,"Europe_Non_EU","GHG","1990$/tN2O","TgN2O"
"Europe_Non_EU","C2F6",2020,0,2020,12.2,"Europe_Non_EU","GHG","1990$/tC2F6","GgC2F6"
"Europe_Non_EU","CF4",2020,0,2020,7.39,"Europe_Non_EU","GHG","1990$/tCF4","GgCF4"
"Europe_Non_EU","HFC125",2020,0,2020,3.5,"Europe_Non_EU","GHG","1990$/GgHFC125","GgHFC125"
"Europe_Non_EU","HFC134a",2020,0,2020,1.43,"Europe_Non_EU","GHG","1990$/GgHFC134a","GgHFC134a"
"Europe_Non_EU","HFC245fa",2020,0,2020,1.03,"Europe_Non_EU","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Europe_Non_EU","SF6",2020,0,2020,22.8,"Europe_Non_EU","GHG","1990$/tSF6","GgSF6"
"Europe_Non_EU","CH4_AWB",2020,0,2020,25,"Europe_Non_EU","GHG","1990$/tCH4","TgCH4"
"Europe_Non_EU","CH4_AGR",2020,0,2020,25,"Europe_Non_EU","GHG","1990$/tCH4","TgCH4"
"Europe_Non_EU","N2O_AWB",2020,0,2020,298,"Europe_Non_EU","GHG","1990$/tN2O","TgN2O"
"Europe_Non_EU","N2O_AGR",2020,0,2020,298,"Europe_Non_EU","GHG","1990$/tN2O","TgN2O"
"Europe_Non_EU","CO2_LUC",2020,0.01,2020,3.666666667,"Europe_Non_EU","GHG","1990$/tC","MTC"
"Europe_Non_EU","HFC143a",2020,0,2020,4.47,"Europe_Non_EU","GHG","1990$/GgHFC143a","GgHFC143a"
"Europe_Non_EU","HFC152a",2020,0,2020,0.124,"Europe_Non_EU","GHG","1990$/GgHFC152a","GgHFC152a"
"Europe_Non_EU","HFC227ea",2020,0,2020,3.22,"Europe_Non_EU","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Europe_Non_EU","HFC23",2020,0,2020,14.8,"Europe_Non_EU","GHG","1990$/GgHFC23","GgHFC23"
"Europe_Non_EU","HFC236fa",2020,0,2020,9.81,"Europe_Non_EU","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Europe_Non_EU","HFC32",2020,0,2020,0.675,"Europe_Non_EU","GHG","1990$/GgHFC32","GgHFC32"
"Europe_Non_EU","HFC365mfc",2020,0,2020,0.794,"Europe_Non_EU","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"European Free Trade Association","CO2",2020,1,2020,3.666666667,"European Free Trade Association","GHG","1990$/tC","MTC"
"European Free Trade Association","CH4",2020,0,2020,25,"European Free Trade Association","GHG","1990$/tCH4","TgCH4"
"European Free Trade Association","N2O",2020,0,2020,298,"European Free Trade Association","GHG","1990$/tN2O","TgN2O"
"European Free Trade Association","C2F6",2020,0,2020,12.2,"European Free Trade Association","GHG","1990$/tC2F6","GgC2F6"
"European Free Trade Association","CF4",2020,0,2020,7.39,"European Free Trade Association","GHG","1990$/tCF4","GgCF4"
"European Free Trade Association","HFC125",2020,0,2020,3.5,"European Free Trade Association","GHG","1990$/GgHFC125","GgHFC125"
"European Free Trade Association","HFC134a",2020,0,2020,1.43,"European Free Trade Association","GHG","1990$/GgHFC134a","GgHFC134a"
"European Free Trade Association","HFC245fa",2020,0,2020,1.03,"European Free Trade Association","GHG","1990$/GgHFC245fa","GgHFC245fa"
"European Free Trade Association","SF6",2020,0,2020,22.8,"European Free Trade Association","GHG","1990$/tSF6","GgSF6"
"European Free Trade Association","CH4_AWB",2020,0,2020,25,"European Free Trade Association","GHG","1990$/tCH4","TgCH4"
"European Free Trade Association","CH4_AGR",2020,0,2020,25,"European Free Trade Association","GHG","1990$/tCH4","TgCH4"
"European Free Trade Association","N2O_AWB",2020,0,2020,298,"European Free Trade Association","GHG","1990$/tN2O","TgN2O"
"European Free Trade Association","N2O_AGR",2020,0,2020,298,"European Free Trade Association","GHG","1990$/tN2O","TgN2O"
"European Free Trade Association","CO2_LUC",2020,0.01,2020,3.666666667,"European Free Trade Association","GHG","1990$/tC","MTC"
"European Free Trade Association","HFC143a",2020,0,2020,4.47,"European Free Trade Association","GHG","1990$/GgHFC143a","GgHFC143a"
"European Free Trade Association","HFC152a",2020,0,2020,0.124,"European Free Trade Association","GHG","1990$/GgHFC152a","GgHFC152a"
"European Free Trade Association","HFC227ea",2020,0,2020,3.22,"European Free Trade Association","GHG","1990$/GgHFC227ea","GgHFC227ea"
"European Free Trade Association","HFC23",2020,0,2020,14.8,"European Free Trade Association","GHG","1990$/GgHFC23","GgHFC23"
"European Free Trade Association","HFC236fa",2020,0,2020,9.81,"European Free Trade Association","GHG","1990$/GgHFC23fa","GgHFC23fa"
"European Free Trade Association","HFC32",2020,0,2020,0.675,"European Free Trade Association","GHG","1990$/GgHFC32","GgHFC32"
"European Free Trade Association","HFC365mfc",2020,0,2020,0.794,"European Free Trade Association","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"India","CO2",2020,1,2020,3.666666667,"India","GHG","1990$/tC","MTC"
"India","CH4",2035,0,2035,25,"India","GHG","1990$/tCH4","TgCH4"
"India","N2O",2035,0,2035,298,"India","GHG","1990$/tN2O","TgN2O"
"India","C2F6",2035,0,2035,12.2,"India","GHG","1990$/tC2F6","GgC2F6"
"India","CF4",2035,0,2035,7.39,"India","GHG","1990$/tCF4","GgCF4"
"India","HFC125",2035,0,2035,3.5,"India","GHG","1990$/GgHFC125","GgHFC125"
"India","HFC134a",2035,0,2035,1.43,"India","GHG","1990$/GgHFC134a","GgHFC134a"
"India","HFC245fa",2035,0,2035,1.03,"India","GHG","1990$/GgHFC245fa","GgHFC245fa"
"India","SF6",2035,0,2035,22.8,"India","GHG","1990$/tSF6","GgSF6"
"India","CH4_AWB",2035,0,2035,25,"India","GHG","1990$/tCH4","TgCH4"
"India","CH4_AGR",2035,0,2035,25,"India","GHG","1990$/tCH4","TgCH4"
"India","N2O_AWB",2035,0,2035,298,"India","GHG","1990$/tN2O","TgN2O"
"India","N2O_AGR",2035,0,2035,298,"India","GHG","1990$/tN2O","TgN2O"
"India","CO2_LUC",2035,0.01,2035,3.666666667,"India","GHG","1990$/tC","MTC"
"India","HFC143a",2035,0,2035,4.47,"India","GHG","1990$/GgHFC143a","GgHFC143a"
"India","HFC152a",2035,0,2035,0.124,"India","GHG","1990$/GgHFC152a","GgHFC152a"
"India","HFC227ea",2035,0,2035,3.22,"India","GHG","1990$/GgHFC227ea","GgHFC227ea"
"India","HFC23",2035,0,2035,14.8,"India","GHG","1990$/GgHFC23","GgHFC23"
"India","HFC236fa",2035,0,2035,9.81,"India","GHG","1990$/GgHFC23fa","GgHFC23fa"
"India","HFC32",2035,0,2035,0.675,"India","GHG","1990$/GgHFC32","GgHFC32"
"India","HFC365mfc",2035,0,2035,0.794,"India","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Indonesia","CO2",2020,1,2020,3.666666667,"Indonesia","GHG","1990$/tC","MTC"
"Indonesia","CH4",2020,0,2020,25,"Indonesia","GHG","1990$/tCH4","TgCH4"
"Indonesia","N2O",2020,0,2020,298,"Indonesia","GHG","1990$/tN2O","TgN2O"
"Indonesia","C2F6",2035,0,2035,12.2,"Indonesia","GHG","1990$/tC2F6","GgC2F6"
"Indonesia","CF4",2035,0,2035,7.39,"Indonesia","GHG","1990$/tCF4","GgCF4"
"Indonesia","HFC125",2035,0,2035,3.5,"Indonesia","GHG","1990$/GgHFC125","GgHFC125"
"Indonesia","HFC134a",2035,0,2035,1.43,"Indonesia","GHG","1990$/GgHFC134a","GgHFC134a"
"Indonesia","HFC245fa",2035,0,2035,1.03,"Indonesia","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Indonesia","SF6",2035,0,2035,22.8,"Indonesia","GHG","1990$/tSF6","GgSF6"
"Indonesia","CH4_AWB",2020,0,2020,25,"Indonesia","GHG","1990$/tCH4","TgCH4"
"Indonesia","CH4_AGR",2020,0,2020,25,"Indonesia","GHG","1990$/tCH4","TgCH4"
"Indonesia","N2O_AWB",2020,0,2020,298,"Indonesia","GHG","1990$/tN2O","TgN2O"
"Indonesia","N2O_AGR",2020,0,2020,298,"Indonesia","GHG","1990$/tN2O","TgN2O"
"Indonesia","CO2_LUC",2020,0.01,2020,3.666666667,"Indonesia","GHG","1990$/tC","MTC"
"Indonesia","HFC143a",2035,0,2035,4.47,"Indonesia","GHG","1990$/GgHFC143a","GgHFC143a"
"Indonesia","HFC152a",2035,0,2035,0.124,"Indonesia","GHG","1990$/GgHFC152a","GgHFC152a"
"Indonesia","HFC227ea",2035,0,2035,3.22,"Indonesia","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Indonesia","HFC23",2035,0,2035,14.8,"Indonesia","GHG","1990$/GgHFC23","GgHFC23"
"Indonesia","HFC236fa",2035,0,2035,9.81,"Indonesia","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Indonesia","HFC32",2035,0,2035,0.675,"Indonesia","GHG","1990$/GgHFC32","GgHFC32"
"Indonesia","HFC365mfc",2035,0,2035,0.794,"Indonesia","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Japan","CO2",2020,1,2020,3.666666667,"Japan","GHG","1990$/tC","MTC"
"Japan","CH4",2020,0,2020,25,"Japan","GHG","1990$/tCH4","TgCH4"
"Japan","N2O",2020,0,2020,298,"Japan","GHG","1990$/tN2O","TgN2O"
"Japan","C2F6",2020,0,2020,12.2,"Japan","GHG","1990$/tC2F6","GgC2F6"
"Japan","CF4",2020,0,2020,7.39,"Japan","GHG","1990$/tCF4","GgCF4"
"Japan","HFC125",2020,0,2020,3.5,"Japan","GHG","1990$/GgHFC125","GgHFC125"
"Japan","HFC134a",2020,0,2020,1.43,"Japan","GHG","1990$/GgHFC134a","GgHFC134a"
"Japan","HFC245fa",2020,0,2020,1.03,"Japan","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Japan","SF6",2020,0,2020,22.8,"Japan","GHG","1990$/tSF6","GgSF6"
"Japan","CH4_AWB",2020,0,2020,25,"Japan","GHG","1990$/tCH4","TgCH4"
"Japan","CH4_AGR",2020,0,2020,25,"Japan","GHG","1990$/tCH4","TgCH4"
"Japan","N2O_AWB",2020,0,2020,298,"Japan","GHG","1990$/tN2O","TgN2O"
"Japan","N2O_AGR",2020,0,2020,298,"Japan","GHG","1990$/tN2O","TgN2O"
"Japan","CO2_LUC",2020,0.01,2020,3.666666667,"Japan","GHG","1990$/tC","MTC"
"Japan","HFC143a",2020,0,2020,4.47,"Japan","GHG","1990$/GgHFC143a","GgHFC143a"
"Japan","HFC152a",2020,0,2020,0.124,"Japan","GHG","1990$/GgHFC152a","GgHFC152a"
"Japan","HFC227ea",2020,0,2020,3.22,"Japan","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Japan","HFC23",2020,0,2020,14.8,"Japan","GHG","1990$/GgHFC23","GgHFC23"
"Japan","HFC236fa",2020,0,2020,9.81,"Japan","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Japan","HFC32",2020,0,2020,0.675,"Japan","GHG","1990$/GgHFC32","GgHFC32"
"Japan","HFC365mfc",2020,0,2020,0.794,"Japan","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Mexico","CO2",2020,1,2020,3.666666667,"Mexico","GHG","1990$/tC","MTC"
"Mexico","CH4",2020,0,2020,25,"Mexico","GHG","1990$/tCH4","TgCH4"
"Mexico","N2O",2020,0,2020,298,"Mexico","GHG","1990$/tN2O","TgN2O"
"Mexico","C2F6",2020,0,2020,12.2,"Mexico","GHG","1990$/tC2F6","GgC2F6"
"Mexico","CF4",2020,0,2020,7.39,"Mexico","GHG","1990$/tCF4","GgCF4"
"Mexico","HFC125",2020,0,2020,3.5,"Mexico","GHG","1990$/GgHFC125","GgHFC125"
"Mexico","HFC134a",2020,0,2020,1.43,"Mexico","GHG","1990$/GgHFC134a","GgHFC134a"
"Mexico","HFC245fa",2020,0,2020,1.03,"Mexico","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Mexico","SF6",2020,0,2020,22.8,"Mexico","GHG","1990$/tSF6","GgSF6"
"Mexico","CH4_AWB",2020,0,2020,25,"Mexico","GHG","1990$/tCH4","TgCH4"
"Mexico","CH4_AGR",2020,0,2020,25,"Mexico","GHG","1990$/tCH4","TgCH4"
"Mexico","N2O_AWB",2020,0,2020,298,"Mexico","GHG","1990$/tN2O","TgN2O"
"Mexico","N2O_AGR",2020,0,2020,298,"Mexico","GHG","1990$/tN2O","TgN2O"
"Mexico","CO2_LUC",2020,0.01,2020,3.666666667,"Mexico","GHG","1990$/tC","MTC"
"Mexico","HFC143a",2020,0,2020,4.47,"Mexico","GHG","1990$/GgHFC143a","GgHFC143a"
"Mexico","HFC152a",2020,0,2020,0.124,"Mexico","GHG","1990$/GgHFC152a","GgHFC152a"
"Mexico","HFC227ea",2020,0,2020,3.22,"Mexico","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Mexico","HFC23",2020,0,2020,14.8,"Mexico","GHG","1990$/GgHFC23","GgHFC23"
"Mexico","HFC236fa",2020,0,2020,9.81,"Mexico","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Mexico","HFC32",2020,0,2020,0.675,"Mexico","GHG","1990$/GgHFC32","GgHFC32"
"Mexico","HFC365mfc",2020,0,2020,0.794,"Mexico","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Middle East","CO2",2020,1,2020,3.666666667,"Middle East","GHG","1990$/tC","MTC"
"Middle East","CH4",2020,0,2020,25,"Middle East","GHG","1990$/tCH4","TgCH4"
"Middle East","N2O",2020,0,2020,298,"Middle East","GHG","1990$/tN2O","TgN2O"
"Middle East","C2F6",2020,0,2020,12.2,"Middle East","GHG","1990$/tC2F6","GgC2F6"
"Middle East","CF4",2020,0,2020,7.39,"Middle East","GHG","1990$/tCF4","GgCF4"
"Middle East","HFC125",2020,0,2020,3.5,"Middle East","GHG","1990$/GgHFC125","GgHFC125"
"Middle East","HFC134a",2020,0,2020,1.43,"Middle East","GHG","1990$/GgHFC134a","GgHFC134a"
"Middle East","HFC245fa",2020,0,2020,1.03,"Middle East","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Middle East","SF6",2020,0,2020,22.8,"Middle East","GHG","1990$/tSF6","GgSF6"
"Middle East","CH4_AWB",2020,0,2020,25,"Middle East","GHG","1990$/tCH4","TgCH4"
"Middle East","CH4_AGR",2020,0,2020,25,"Middle East","GHG","1990$/tCH4","TgCH4"
"Middle East","N2O_AWB",2020,0,2020,298,"Middle East","GHG","1990$/tN2O","TgN2O"
"Middle East","N2O_AGR",2020,0,2020,298,"Middle East","GHG","1990$/tN2O","TgN2O"
"Middle East","CO2_LUC",2020,0.01,2020,3.666666667,"Middle East","GHG","1990$/tC","MTC"
"Middle East","HFC143a",2020,0,2020,4.47,"Middle East","GHG","1990$/GgHFC143a","GgHFC143a"
"Middle East","HFC152a",2020,0,2020,0.124,"Middle East","GHG","1990$/GgHFC152a","GgHFC152a"
"Middle East","HFC227ea",2020,0,2020,3.22,"Middle East","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Middle East","HFC23",2020,0,2020,14.8,"Middle East","GHG","1990$/GgHFC23","GgHFC23"
"Middle East","HFC236fa",2020,0,2020,9.81,"Middle East","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Middle East","HFC32",2020,0,2020,0.675,"Middle East","GHG","1990$/GgHFC32","GgHFC32"
"Middle East","HFC365mfc",2020,0,2020,0.794,"Middle East","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Pakistan","CO2",2020,1,2020,3.666666667,"Pakistan","GHG","1990$/tC","MTC"
"Pakistan","CH4",2020,0,2020,25,"Pakistan","GHG","1990$/tCH4","TgCH4"
"Pakistan","N2O",2020,0,2020,298,"Pakistan","GHG","1990$/tN2O","TgN2O"
"Pakistan","C2F6",2020,0,2020,12.2,"Pakistan","GHG","1990$/tC2F6","GgC2F6"
"Pakistan","CF4",2020,0,2020,7.39,"Pakistan","GHG","1990$/tCF4","GgCF4"
"Pakistan","HFC125",2020,0,2020,3.5,"Pakistan","GHG","1990$/GgHFC125","GgHFC125"
"Pakistan","HFC134a",2020,0,2020,1.43,"Pakistan","GHG","1990$/GgHFC134a","GgHFC134a"
"Pakistan","HFC245fa",2020,0,2020,1.03,"Pakistan","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Pakistan","SF6",2020,0,2020,22.8,"Pakistan","GHG","1990$/tSF6","GgSF6"
"Pakistan","CH4_AWB",2020,0,2020,25,"Pakistan","GHG","1990$/tCH4","TgCH4"
"Pakistan","CH4_AGR",2020,0,2020,25,"Pakistan","GHG","1990$/tCH4","TgCH4"
"Pakistan","N2O_AWB",2020,0,2020,298,"Pakistan","GHG","1990$/tN2O","TgN2O"
"Pakistan","N2O_AGR",2020,0,2020,298,"Pakistan","GHG","1990$/tN2O","TgN2O"
"Pakistan","CO2_LUC",2020,0.01,2020,3.666666667,"Pakistan","GHG","1990$/tC","MTC"
"Pakistan","HFC143a",2020,0,2020,4.47,"Pakistan","GHG","1990$/GgHFC143a","GgHFC143a"
"Pakistan","HFC152a",2020,0,2020,0.124,"Pakistan","GHG","1990$/GgHFC152a","GgHFC152a"
"Pakistan","HFC227ea",2020,0,2020,3.22,"Pakistan","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Pakistan","HFC23",2020,0,2020,14.8,"Pakistan","GHG","1990$/GgHFC23","GgHFC23"
"Pakistan","HFC236fa",2020,0,2020,9.81,"Pakistan","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Pakistan","HFC32",2020,0,2020,0.675,"Pakistan","GHG","1990$/GgHFC32","GgHFC32"
"Pakistan","HFC365mfc",2020,0,2020,0.794,"Pakistan","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
"Russia","CO2",2020,1,2020,3.666666667,"Russia","GHG","1990$/tC","MTC"
"Russia","CH4",2020,0,2020,25,"Russia","GHG","1990$/tCH4","TgCH4"
"Russia","N2O",2020,0,2020,298,"Russia","GHG","1990$/tN2O","TgN2O"
"Russia","C2F6",2020,0,2020,12.2,"Russia","GHG","1990$/tC2F6","GgC2F6"
"Russia","CF4",2020,0,2020,7.39,"Russia","GHG","1990$/tCF4","GgCF4"
"Russia","HFC125",2020,0,2020,3.5,"Russia","GHG","1990$/GgHFC125","GgHFC125"
"Russia","HFC134a",2020,0,2020,1.43,"Russia","GHG","1990$/GgHFC134a","GgHFC134a"
"Russia","HFC245fa",2020,0,2020,1.03,"Russia","GHG","1990$/GgHFC245fa","GgHFC245fa"
"Russia","SF6",2020,0,2020,22.8,"Russia","GHG","1990$/tSF6","GgSF6"
"Russia","CH4_AWB",2020,0,2020,25,"Russia","GHG","1990$/tCH4","TgCH4"
"Russia","CH4_AGR",2020,0,2020,25,"Russia","GHG","1990$/tCH4","TgCH4"
"Russia","N2O_AWB",2020,0,2020,298,"Russia","GHG","1990$/tN2O","TgN2O"
"Russia","N2O_AGR",2020,0,2020,298,"Russia","GHG","1990$/tN2O","TgN2O"
"Russia","CO2_LUC",2020,0.01,2020,3.666666667,"Russia","GHG","1990$/tC","MTC"
"Russia","HFC143a",2020,0,2020,4.47,"Russia","GHG","1990$/GgHFC143a","GgHFC143a"
"Russia","HFC152a",2020,0,2020,0.124,"Russia","GHG","1990$/GgHFC152a","GgHFC152a"
"Russia","HFC227ea",2020,0,2020,3.22,"Russia","GHG","1990$/GgHFC227ea","GgHFC227ea"
"Russia","HFC23",2020,0,2020,14.8,"Russia","GHG","1990$/GgHFC23","GgHFC23"
"Russia","HFC236fa",2020,0,2020,9.81,"Russia","GHG","1990$/GgHFC23fa","GgHFC23fa"
"Russia","HFC32",2020,0,2020,0.675,"Russia","GHG","1990$/GgHFC32","GgHFC32"
"Russia","HFC365mfc",2020,0,2020,0.794,"Russia","GHG","1990$/GgHFC365mfc","GgHFC365mfc"
